name,Santa Barbara Zoo,Sustainable Wine Tours,Mission Santa Barbara,Captain Jack's Tours & Events,Stearns Wharf,Celebration Cruises,Santa Barbara Botanic Garden,Arroyo Burro Beach,Santa Barbara County Courthouse,SB Buggie,Santa Barbara Art Glass,Santa Barbara Adventure Company,DeeTours of Santa Barbara,Cal Coast Adventures,Third Window Brewing,Jump On The School Bus,Wine Edventures,Segway of Santa Barbara,Douglas Family Preserve,Wheel Fun Rentals - 24 E Mason St,Wine Canyon Tours,RockStar Transportation,Cloud Climbers Jeep Tours,MOXI - The Wolf Museum Of Exploration + Innovation,India House,Night Lizard Brewing Company,Movegreen,Taste Santa Barbara Food Tours,Land and Sea Shark Tour,Santa Barbara Museum of Natural History,Grapeline Wine Tours,Santa Barbara Home Improvement Center,Channel Islands Outfitters,Biergarten,Santa Barbara Museum of Art,Lotusland,Santa Barbara Museum of Natural History Sea Center,Santa Barbara Bikes To Go,Rancho Oso RV & Camping Resort,Santa Barbara Beach Horseback Rides,Santa Barbara Sunrise RV Park,Sunset Kidd Sailing Cruises and Whale Watching,Pete's Preferred Wine Tours,The Garden,Wine Tasting Designated Drivers of Santa Barbara,Preferred Limousine & Transportation,Shoreline Park,Condor Express Whale Watching,Eat This Shoot That!,Eos Transportation,I Bike Santa Barbara Wine Country Tours,Alice Keck Park Memorial Gardens,Channel Islands Expeditions,Moreton Bay Fig Tree,AutoCamp Santa Barbara,Santa Barbara Trolley,Alameda Park,WDC Kitchen & Bath - Santa Barbara,Social Cycle,SB Chauffeuring & Tours,East Beach,World Market,Terra Sol Garden Center,Warbler Records & Goods,Santa Barbara Classic Wine Tours,Silk Road Transportation and Wine Tours,Sears Santa Barbara,Target,Cloud 10 Jump Club,Chumash Painted Cave State Historic Park,Stardust Sportfishing,FreeWalkingTourSB,Explore Wines Tour,Santa Barbara Taste,Enjoy The Mountain,Appellation Wine Tours,Anthropologie,Rooted Vine Tours,One Thousand Steps Beach,Surf N Wear's Beach House,Elings Park,Leadbetter Beach,Mesa Lane Steps,La Sumida Nursery,The Blue Door,SB Evolution Landscape,DIANI,Ross Dress for Less,San Andres Hardware,Santa Barbara Backroads Wine Tours,Santa Barbara Design Center,Santa Barbara Historical Museum,Luxe Transportation,ABS Glass,Sensational Pets,Santa Barbara Harbor,Sophie's French Maids,Santa Barbara Mattress,El Presidio de Santa Bárbara State Historic Park,Reid's Appliances
Night Lizard Brewing Company,8.05651035704135,2.6428145558770515,8.125240149175005,3.8346393941796633,4.142742190092621,4.546789805415015,13.312203345205585,13.666180359587555,2.5315073775329697,2.201464639932617,4.265735957515255,0.7775577158953363,1.0469519780116745,5.135271017892637,2.0957325162998575,18.324858686753732,1.0469519780116745,2.4662199234717597,11.937150371378848,2.5568713611177363,13.095312138379992,1.6087881178588377,3.8346393941796633,2.117203042016723,0.8457248075513216,0.0,3.7894268293354143,3.8346393941796633,2.9415743028775863,9.019428422532187,1.0105031341337682,2.2737779862363854,4.82307969705062,2.7207953977986867,2.6278068573990607,13.828428603117104,4.316684851488689,5.135271017892637,44.39946119786016,32.2249976592647,8.511831240065153,4.776779023665146,4.08095886925927,3.3224893073221775,3.8346393941796633,1.4080886143399514,7.391896864770828,3.5671547277256646,4.397350743929534,0.7777555403744254,4.7774336253914464,4.817478287841283,3.5502243775457543,1.7097590938254819,9.929859822455708,3.0090631335198013,4.136454433908794,17.054651900710688,2.3263450751612678,13.099979075919256,8.228457783176603,0.14105659544762508,31.883708461375303,1.297046178523507,3.0940328530693986,3.8346393941796633,15.745291944084082,16.53503029926369,26.833488118077586,36.464194741697035,3.393606023648145,3.8346393941796633,3.8346393941796633,3.8346393941796633,2.958640422564066,3.8346393941796633,2.5864167087408925,4.85125258582586,8.647949017871907,2.7607484410209757,10.909143546828139,5.302516003561039,11.298012403313386,31.588321700435163,2.0352605972977833,2.6451076046670607,3.5046288548156386,16.661241687127635,5.10947622643054,2.6428145558770515,2.573329727961797,1.2188766475538229,3.8346393941796633,0.15202510333063585,13.412121537670206,4.81443897038609,1.0105031341337682,1.7234665803087617,1.6590243814659473,1.1268709640012362
Movegreen,4.280048440822959,6.143330357778461,10.697958269610705,7.5799088976061455,2.7103126437106675,3.1192499453417444,14.762352112192222,17.251716716179654,5.614089573206578,1.9133142145068018,0.9575832952908337,3.017307397373595,4.624161627054012,1.3950621717351697,2.1902137967982487,21.859179572341414,4.624161627054012,1.8149400402112232,15.314866099036891,2.203109919274766,16.0159102692791,4.051000509450343,7.5799088976061455,2.7176445343248,3.1149874929519754,3.7894268293354143,0.0,7.5799088976061455,2.8701499403847173,11.473499739860292,4.185271763487731,1.9727612474927838,5.517412279672369,2.153868635903299,5.946578804276522,11.09191082988032,2.9068932005186645,1.3950621717351697,46.25211055867871,28.45994629068123,4.7967108890815675,5.436179683451961,5.692363815749278,6.784637977834132,7.5799088976061455,4.956891011999883,9.418746572342172,3.9113792661764495,2.9507703334541615,3.0151575579736667,5.594987597720411,7.510451524260943,3.9084688945352903,3.3610753296393234,13.164850110401334,1.5962283667374266,6.970684217774883,20.506733359109255,1.620942702911016,16.367849282639273,4.450665107551117,3.673358287960331,35.58144079187102,4.11476921466307,1.5460066733463944,7.5799088976061455,19.285385059816768,19.99375869523557,30.51630086636999,39.34882574928492,3.8921143611446194,7.5799088976061455,7.5799088976061455,7.5799088976061455,1.6187328273030799,7.5799088976061455,5.965625499995637,5.4244725916646965,11.158039203559065,2.350712208954009,14.645585230899888,6.803319757178024,14.574326003556482,35.31201280711056,2.520392915912155,6.144323777964586,6.751123740816305,20.172198928109903,8.894673721005427,6.143330357778461,1.8901579584684722,3.9480298865453234,7.5799088976061455,3.9265169139559797,16.701489187060425,5.4117516665975005,4.185271763487731,5.502883203802174,4.541885792905284,2.728876775323336
Taste Santa Barbara Food Tours,11.792683817020622,1.7298962475127997,5.99612327138222,0.0,7.75231318447816,8.090122506427408,12.033612003382132,10.687040999153549,2.6551313991469248,6.019031354401497,7.920942263637491,4.608300675920955,2.9665774997775483,8.872202585670298,5.590282554241808,14.576610389826575,2.9665774997775483,6.2726883684628385,9.509178283910627,6.281106971951602,10.063157683561744,4.523052192489806,0.0,5.739520857078901,4.635324899027931,3.8346393941796633,7.5799088976061455,0.0,6.447739014718608,6.9252491453348135,3.4675546186236077,5.8110195373853974,7.267401953159365,6.443527571790766,2.152247965762016,16.540182668046217,7.891682892718531,8.872202585670298,42.06474117150002,35.88309835149504,12.172423428373094,7.260395307127072,4.827407654006971,1.4917762474262017,0.0,2.6614827809320283,7.822876826859461,6.658919573109614,7.969499785480659,4.58345844288423,7.146101519802265,3.5391844891604265,6.641045457887245,5.102026675664589,6.62747704536881,6.810016875322485,3.034973186306471,13.377193761006732,6.160689535851704,9.653504366440739,12.030570015050067,3.9333153465748145,28.049752559863254,3.659325234717557,6.897568978704102,0.0,12.001701387042765,12.854805631463787,23.00216485133973,33.198047829100574,6.47155259595024,0.0,0.0,0.0,6.759040131372298,0.0,2.0440027574267576,7.372160709975896,8.153254422092138,6.43335427834083,7.547812588285444,6.907052830121447,9.126201299434909,27.754390436058603,5.736939256084779,1.7314946009144119,2.059164446928051,12.936754073755194,1.4432673502893958,1.7298962475127997,6.052700958164634,3.80115183691955,0.0,3.716768561168914,9.93524512301963,7.329837472381197,3.4675546186236077,2.12253244992012,3.371933179338575,4.959059673041278
Land and Sea Shark Tour,6.659022296210602,5.546151978611148,11.046190193003639,6.447739014718608,1.3163297495802038,1.6464442392579381,16.00116607072121,14.939477326339345,5.461637025088913,1.4069917133171903,3.799299712438836,2.425239864737322,3.983058841779415,4.1174110871662455,3.205522081514584,21.021819127546728,3.983058841779415,1.2610606701272649,12.812801941996437,0.7868326024789779,16.031358285745014,1.9707346046171068,6.447739014718608,0.8430436547040181,2.138207762139603,2.9415743028775863,2.8701499403847173,6.447739014718608,0.0,11.92860956107148,3.8791690471496585,3.1601326199962854,2.7178056032138276,0.7535441615845426,5.5667193627069675,13.962059942922448,1.4441781305774473,4.1174110871662455,47.25485707479466,30.61504258797456,7.336117412662875,2.6410316733528765,6.631944360476744,6.220713166454368,6.447739014718608,4.338082918705865,6.553715759137022,1.0820092989130436,1.5217759517447245,2.5544436766706395,2.7719477426219328,7.728725528917356,1.07513277156742,1.3475626078048397,12.823332683646075,1.2741234498272187,7.059527745648802,19.818828827303605,1.6890831482235007,15.968921555749002,6.499549828094802,2.9265289830913446,34.331027780618015,4.059990785886919,1.3263902241648382,6.447739014718608,18.448436454405638,19.296843886207792,29.319771748016443,39.38999900130405,1.0306279254144208,6.447739014718608,6.447739014718608,6.447739014718608,1.2542485796764833,6.447739014718608,5.519487656226227,2.6518603992475827,8.339509062773473,0.5448815277393755,12.65384993292978,3.9336031922531047,12.007941178105103,33.97841234640277,1.0101203977475828,5.548826485121301,6.44237822216821,19.384491652797504,7.486339348383564,5.546151978611148,3.380698757082995,3.920886416764982,6.447739014718608,2.9855623048997195,16.272142328368872,2.6316446072542834,3.8791690471496585,4.389845798514441,4.497965713763373,2.07160183790874
Santa Barbara Museum of Natural History,14.665112158176866,6.672888732296013,0.937102785500765,6.9252491453348135,13.012353350492807,13.455315633842876,5.329242635553177,14.952365420316369,6.490916541841153,10.858844317466032,11.210611325747367,9.515431161671454,8.021790663806318,12.234758848941286,9.372400644967769,12.112357434940439,8.021790663806318,11.133027660942712,14.849709699858709,11.400254742392093,4.828960703534281,10.453451305850015,6.9252491453348135,11.086671672788901,9.791126420320102,9.019428422532187,11.473499739860292,6.9252491453348135,11.92860956107148,0.0,8.050310206964618,9.561682621544636,13.644306021570683,11.551583345210378,6.490990763605697,15.656649068006935,13.209476488853786,12.234758848941286,35.41576206858616,37.02698243311177,14.64020733843314,13.614940559261713,5.805540931657079,6.1112797288885385,6.9252491453348135,7.699250436729827,14.748112312090115,12.573187297859427,13.28904829549874,9.396624130830043,13.55988052599766,4.202612189157668,12.555848968181941,10.725331890631205,3.6622630160939105,11.62510507444286,4.885219297273104,10.473122964181744,10.795491383751973,6.076538101167088,15.304239208740672,9.01485331964118,26.282430872204692,7.880186477678653,11.688828414331075,6.9252491453348135,9.836282588484691,10.037908921347697,21.252939466138706,27.903265930496655,12.394326148652562,6.9252491453348135,6.9252491453348135,6.9252491453348135,11.583218102074634,6.9252491453348135,6.574855402536383,13.708574585384344,14.954904749602761,11.650139878878244,11.453280843617682,13.627414155148278,14.818291116555656,26.27586479595145,10.951509541262169,6.669219555129973,5.676919365590459,10.456779924452608,7.363219929720413,6.672888732296013,9.589169786408034,8.02881566239956,6.9252491453348135,9.005839242790309,6.439285568660247,13.668200121439144,8.050310206964618,8.042829821463148,7.4336948859512875,9.889837960079037
Grapeline Wine Tours,8.33780967322423,1.9596709297235868,7.167325165485871,3.4675546186236077,5.01110878128815,5.437501508748225,12.301884170564602,13.79295784257413,1.6002074743061934,2.928350800617636,4.457454263775847,1.4901207484651806,0.5705477654019585,5.426517063583199,2.1232892034813085,17.70099237682568,0.5705477654019585,3.206702486659271,12.231568396413511,3.3963048983962376,12.223207028132014,2.6016602586461106,3.4675546186236077,3.038525070047556,1.741052599218375,1.0105031341337682,4.185271763487731,3.4675546186236077,3.8791690471496585,8.050310206964618,0.0,2.345213953337954,5.830573229216046,3.555183509210674,1.8098350017632174,13.485232587557817,5.198028577731023,5.426517063583199,43.407830391359575,32.41718567385399,8.705008539072745,5.785216564917273,3.1079842969766314,2.6132844030652937,3.4675546186236077,0.8072813671049356,8.22340151342303,4.566495983714144,5.278522573778285,1.391201882679413,5.781986040137634,3.8495667864280754,4.54980433609103,2.70787366982065,9.144508159959752,3.7394847153297883,3.183232561698073,16.38140841082033,2.9599941555762475,12.336124033684541,8.618449582603047,0.97659815743362,31.39771382934555,0.360950988635786,3.81679223279873,3.4675546186236077,15.12366841711006,15.86494516659499,26.331339784978816,35.606387273853535,4.395628833976933,3.4675546186236077,3.4675546186236077,3.4675546186236077,3.6917817248180516,3.4675546186236077,1.806293544353844,5.860703704605899,9.344085966184615,3.6298542578758743,10.86668439977152,6.2529645632124184,11.65805325089726,31.13463844953525,2.9155712780859497,1.960795095733463,2.6693718203384664,16.021604060602602,4.861681199435257,1.9596709297235868,2.5858051814261342,0.40160002679135676,3.4675546186236077,1.0474277303464865,12.657581196362559,5.823702429456688,0.0,1.6107840925122094,0.6485222022429198,1.8776731412459906
Santa Barbara Home Improvement Center,5.996966346104829,4.264085820943237,8.763997858689466,5.8110195373853974,3.7706885087515145,4.238203365812614,13.121868731625357,15.93623787284826,3.664127081449824,1.7548088872920524,2.1127658701946546,1.65536018658407,2.857203936339045,3.099411419982099,0.22673053812093918,19.917326408141736,2.857203936339045,1.946734184679282,14.2005222342185,2.3898626676439205,14.055790433922855,3.245972950667839,5.8110195373853974,2.499289647322219,1.9600381633801376,2.2737779862363854,1.9727612474927838,5.8110195373853974,3.1601326199962854,9.561682621544636,2.345213953337954,0.0,5.792905246855949,2.4789558155295617,4.025507667274874,11.626171771419816,3.986568185974324,3.099411419982099,44.549246492125604,30.080544987793793,6.3622839926309,5.723382917466068,3.845993033599054,4.879019809011628,5.8110195373853974,3.149614656888163,9.152233449503589,4.196533396375704,4.056894415629625,1.565711746897325,5.813663928742678,5.545454443684211,4.185641697236148,2.780449663486667,11.193767247055199,2.2764853904749756,4.9982232878139,18.54971683550245,1.5113025047231723,14.396583538913966,6.3152271661128925,2.1346448436938044,33.70000192105464,2.2065124601331525,2.312511255021269,5.8110195373853974,17.34713139519235,18.03811359921921,28.627198936552293,37.40538993847855,4.091204819856742,5.8110195373853974,5.8110195373853974,5.8110195373853974,2.2492874894766857,5.8110195373853974,4.057363684470205,5.754323630132934,10.635811113212498,2.6625586087436073,13.129175252327968,6.741342152912977,13.543878101635135,33.451250665832795,2.256644754856965,4.2646225946004375,4.802871857947226,18.22623093228064,7.191181900117194,4.264085820943237,0.31066311885614434,2.046260983341647,5.8110195373853974,2.4257686559003515,14.73103000748417,5.728503002384592,2.345213953337954,3.84262020032876,2.606552466709742,1.612674822832718
Channel Islands Outfitters,8.804592302105243,6.978717795969713,12.720767013874463,7.267401953159365,3.0627315200942444,2.9011183429104572,18.12744386117537,13.681868912552867,7.224298120932227,4.081700700086522,6.4684121206477405,4.650472405312825,5.694171146242552,6.631538474470253,5.799313645351762,21.42942819931765,5.694171146242552,3.971955359357418,11.283893581858727,3.4965185784956763,17.30284492525434,3.242597130790742,7.267401953159365,3.29542761207925,4.274417175231684,4.82307969705062,5.517412279672369,7.267401953159365,2.7178056032138276,13.644306021570683,5.830573229216046,5.792905246855949,0.0,3.4707212654378585,7.158828103314982,16.5657181427372,2.960444409330239,6.631538474470253,49.0572994417664,32.147103796026585,9.573485497328727,0.08362458342929173,8.878250496687517,7.581125992547186,7.267401953159365,5.981863132702822,4.169832193955387,1.6358144233536485,2.9720676210280854,4.797828753491886,0.17222917096383347,9.497939772826555,1.6427793349435948,3.216601122561383,13.894612455497244,3.9516973993616213,8.799250298187864,20.392202647604844,4.387810494494237,16.89156545194207,8.421652865383606,4.879227655913782,34.17985689702933,6.114263504334287,3.9863416573457773,7.267401953159365,18.903505926307897,19.87116826085446,29.261794930321727,40.44987080510247,1.7101267024255313,7.267401953159365,7.267401953159365,7.267401953159365,3.9413445092864365,7.267401953159365,7.070637976098784,0.1703471240890161,6.165604905146472,3.2622954027668456,11.943062674729036,1.5505653717000762,10.37751890003835,33.739505098149564,3.536506833473315,6.982279812531624,7.9701719362662065,19.869391775809095,7.876712998238405,6.978717795969713,6.041778031210297,6.017229647948444,7.267401953159365,4.786569865590683,17.160005870298043,0.14676972318172343,5.830573229216046,5.619970316798282,6.477566457407811,4.408454932629268
Biergarten,6.118989240745829,5.363318560193292,10.689033268927325,6.443527571790766,1.4617614373978864,1.9056912996863775,15.468972775712263,15.383404922827124,5.15536837159998,0.7460691198803047,3.064795854937858,2.0651815214334825,3.760725683029376,3.4560884350100083,2.5513000642552908,21.004628786176262,3.760725683029376,0.5346943551505591,13.329431426897287,0.16434055300767728,15.776569303646976,2.1903589738249463,6.443527571790766,0.7484412127644988,1.8751899359045563,2.7207953977986867,2.153868635903299,6.443527571790766,0.7535441615845426,11.551583345210378,3.555183509210674,2.4789558155295617,3.4707212654378585,0.0,5.323614356156307,13.237642048047318,1.6581665404285073,3.4560884350100083,46.79807728402141,30.190424760704808,6.754576928188382,3.3935716413359622,6.1029104190955845,6.043000439762682,6.443527571790766,4.12430513269001,7.267622576893298,1.8349837116892502,1.7375540558997722,2.1690148532623486,3.5254385865646602,7.3725534942264686,1.8284022009653,1.4695004974857722,12.64806032800229,0.5787545351110706,6.725063481939253,19.757972860122223,0.9730213542609796,15.820680944179927,6.045963886093756,2.67087465405756,34.44529407690779,3.6785292840191355,0.6529806315359661,6.443527571790766,18.42627739967753,19.23744752755972,29.414922330321087,39.157420970645234,1.7809935038080564,6.443527571790766,6.443527571790766,6.443527571790766,0.5449269480825115,6.443527571790766,5.293434412057861,3.4021912819903166,9.010654951949927,0.20868356349067907,12.976758534558417,4.667566449876743,12.55113935514541,34.11701410202178,0.7066200946349774,5.3655761473237575,6.198892299341686,19.350455046332527,7.584073615926835,5.363318560193292,2.676166729270615,3.5253776087626343,6.443527571790766,2.799990160847862,16.132887923916673,3.3827857110441326,3.555183509210674,4.332748285135968,4.1329132085212725,1.677949993074132
Santa Barbara Museum of Art,9.996368779394496,0.4544850896274444,5.574452875456277,2.152247965762016,6.763677475587552,7.173380101399736,11.112094911844185,12.834991030785117,0.5028864546371932,4.727610846214946,6.1136745876342005,3.269630085839934,1.5836884346941418,7.122316412428626,3.798841587607022,15.914061360328377,1.5836884346941418,5.004741728688383,11.574828906043379,5.161550245277573,10.467562829465095,3.9653790746904822,2.152247965762016,4.744964657165093,3.459796116864229,2.6278068573990607,5.946578804276522,2.152247965762016,5.5667193627069675,6.490990763605697,1.8098350017632174,4.025507667274874,7.158828103314982,5.323614356156307,0.0,14.388354769238605,6.941354688025456,7.122316412428626,41.90664949527961,33.938483146294004,10.295956548827155,7.1275524259689265,2.7825006186787085,0.86374541354958,2.152247965762016,1.2330584526358914,8.8066672023266,6.110104655289564,7.022057274480358,3.1858483248347906,7.079287448563128,2.355020575289955,6.092473523979926,4.289119840201604,7.339013009709734,5.541617263666183,1.6576080716024977,14.57938973199946,4.769473401457118,10.527705607314081,10.34072706743885,2.6584242150706276,29.677198519143612,1.831832681723446,5.620438511514299,2.152247965762016,13.339278464877259,14.063878756661278,24.602855035561777,33.839350860465935,5.927748885952282,2.152247965762016,2.152247965762016,2.152247965762016,5.493268168235859,2.152247965762016,0.13486788909322975,7.219650875518123,9.55891955612237,5.3790768232221655,9.690892923439689,7.26290836465995,11.129416970019811,29.43647195132192,4.654728374085563,0.45154172980887836,0.8770965101908538,14.22973751106065,3.5860502947208897,0.4544850896274444,4.2149729735931105,1.9986308013465532,2.152247965762016,2.5824300490560974,10.848296352848294,7.179497960990519,1.8098350017632174,1.6397792536958706,1.4206416477077208,3.659169790933295
Lotusland,8.524656939793676,14.814828779849071,15.487010045308672,16.540182668046217,13.561975131226982,13.847444344766249,15.008393866434693,27.2022586411835,13.885546596423165,12.84554702051722,10.175345406485564,13.280826096780249,14.053441189914569,9.94137944513999,11.766526420707322,27.7681039669294,14.053441189914569,12.834869497045563,25.714966757432734,13.269423753527615,20.22771500723237,14.820689900665597,16.540182668046217,13.712474655964858,13.57792085747314,13.828428603117104,11.09191082988032,16.540182668046217,13.962059942922448,15.656649068006935,13.485232587557817,11.626171771419816,16.5657181427372,13.237642048047318,14.388354769238605,0.0,13.709053334419576,9.94137944513999,43.942448953946474,21.753042874626605,7.6718989732531,16.48285973487035,11.933624036475132,15.136797848528156,16.540182668046217,14.198006651734358,20.50411962744575,14.992349748197174,13.722263247982196,13.184424450045343,16.657286293881604,14.081086370507645,14.990557899831533,14.239988145696238,19.032513218122297,12.688047757539708,14.089339312889454,26.119471732811952,12.514238294983057,21.733019253890937,9.382949023387113,13.68772089422714,41.930294224358285,13.170250234785538,12.637048728273173,16.540182668046217,25.465664028350034,25.69197588639769,36.90912652357469,41.10868123577457,14.981828702837682,16.540182668046217,16.540182668046217,16.540182668046217,12.70951753399476,16.540182668046217,14.496643151027783,16.457426499809156,22.174508031724052,13.438624495739568,24.0687310820556,17.894908394153,25.115883297218094,41.932488750365714,13.483613574978994,14.812960831128702,14.6991395745792,26.11209742112017,17.972308083231248,14.814828779849071,11.315528133222136,13.084688206601776,16.540182668046217,13.977207551910666,22.09547448046964,16.44956849241316,13.485232587557817,15.087011785525217,13.302180775348122,13.208744562304645
Santa Barbara Museum of Natural History Sea Center,5.850180284035564,6.949476272072597,12.345230538004444,7.891682892718531,0.21649730625818878,0.2530271861220501,17.079883028422994,16.10973564912541,6.796946208378858,2.373048996685184,3.846544521484013,3.7098112867027444,5.363626793348196,3.781316585840582,4.100440998697,22.465989441527768,5.363626793348196,2.111905268374433,13.878235086363478,1.8096339510756736,17.406895812416614,3.4041285742772556,7.891682892718531,2.205351375548621,3.4820406104555577,4.316684851488689,2.9068932005186645,7.891682892718531,1.4441781305774473,13.209476488853786,5.198028577731023,3.986568185974324,2.960444409330239,1.6581665404285073,6.941354688025456,13.709053334419576,0.0,3.781316585840582,48.442839847431,29.48099858744903,6.613270600131688,2.8773016289777193,7.729633100062733,7.6274112587406835,7.891682892718531,5.724226708446421,7.1149974582113025,1.720639461302406,0.08070516286467048,3.8201782602536904,3.0860012294726067,9.02762768011604,1.730719249281061,2.7901975685927516,14.236393553209982,1.7102825946459221,8.375885680826075,21.260921276151798,2.5090261281050954,17.392379882377366,5.516451667460895,4.283327368323444,35.75141554376778,5.333827886595862,1.679483138526765,7.891682892718531,19.892592876247473,20.739045496618203,30.74679865429824,40.7803713092835,1.8373984727263426,7.891682892718531,7.891682892718531,7.891682892718531,1.737559634880063,7.891682892718531,6.902970352859178,2.8253107453931663,9.05910825900785,1.5681967602298834,13.96248832134157,4.457891652868583,13.028535229824323,35.38971696270095,2.288031108653313,6.951985214316734,7.8184150666331655,20.828388145054586,8.92115063937259,6.949476272072597,4.123067987002858,5.182048884666072,7.891682892718531,4.377132020564776,17.698397072119217,2.826692459523191,5.198028577731023,5.8265040728204145,5.786519595881609,3.3269807622125316
Santa Barbara Bikes To Go,2.92499217260124,7.362140804809272,11.515799716252596,8.872202585670298,3.6252637032659676,3.93830472587333,15.106118188328379,18.64653830253935,6.745745731008941,3.3025820525105427,1.0444512828962182,4.373969388390963,5.905640378583669,0.0,3.32603808626756,22.98720413744126,5.905640378583669,3.1833839549389094,16.70358454709603,3.530930777625251,16.894628253156814,5.4412074444245295,8.872202585670298,4.080225593883628,4.497328469332206,5.135271017892637,1.3950621717351697,8.872202585670298,4.1174110871662455,12.234758848941286,5.426517063583199,3.099411419982099,6.631538474470253,3.4560884350100083,7.122316412428626,9.94137944513999,3.781316585840582,0.0,46.597661165145006,27.091389681782758,3.4037348604198057,6.548328871566855,6.4356689966249725,7.9778572879394885,8.872202585670298,6.22090199667551,10.655716928656268,5.091435016081799,3.800828560210365,4.3575161092492065,6.7292008609599,8.45545359938578,5.091509178426512,4.74402083705842,14.19179037603405,2.878155162920658,7.977538705174644,21.59543330920162,3.0156603401549655,17.387151332465997,3.2256982590663745,5.012668909337999,36.798838588187074,5.305711994004225,2.8099197751686775,8.872202585670298,20.42201626729082,21.08711050856567,31.725157816498285,40.13696335927682,5.102485556529566,8.872202585670298,8.872202585670298,8.872202585670298,2.9112831938196932,8.872202585670298,7.1563462310010655,6.519304411972656,12.454926276742185,3.6368771141789944,16.022929312703507,8.008823660983591,15.95589273532672,36.55038517049151,3.895768238165864,7.3627411678911,7.881957856214369,21.2915249013578,10.21759722823221,7.362140804809272,2.9140488628211587,5.144571522425094,8.872202585670298,5.2771721052135145,17.72841966151221,6.512551919121248,5.426517063583199,6.829427327536538,5.7018875927926675,4.106815681769801
Rancho Oso RV & Camping Resort,48.206074019749174,42.079480398636086,36.3367521206651,42.06474117150002,48.234862195669464,48.694630559037506,31.50105320547556,45.103138926623004,41.887501415500004,46.07016806069864,45.7104307647598,44.82998503646697,43.42482560584223,46.597661165145006,44.39878130125487,32.470562138220494,43.42482560584223,46.33169599100311,46.70788936641545,46.65776937735225,32.22385495603567,45.86677039388725,42.06474117150002,46.41319080900382,45.135434804325925,44.39946119786016,46.25211055867871,42.06474117150002,47.25485707479466,35.41576206858616,43.407830391359575,44.549246492125604,49.0572994417664,46.79807728402141,41.90664949527961,43.942448953946474,48.442839847431,46.597661165145006,0.0,63.54114222594842,47.808460698851434,49.02911552622092,40.72379472777135,41.49132255159811,42.06474117150002,43.10971146905877,49.671053948165586,47.96575037404443,48.519696379966,44.70059661610024,48.96972341529606,39.59453620385458,47.94868904772794,46.1091882329504,35.75566608634544,46.77485400242729,40.28752409178939,32.19689341456218,45.94891400536035,33.47015444126746,49.08557478159608,44.38283040501183,33.893004496628045,43.1993023411127,46.825685408378675,42.06474117150002,33.794034079879,32.5492939428255,33.25922031819123,16.384677759912,47.790054940646066,42.06474117150002,42.06474117150002,42.06474117150002,46.73904624253079,42.06474117150002,41.990338530058054,49.123604112269526,49.31901006850473,46.92179747149767,42.69494101978624,48.95023830713201,47.22785855470497,34.990801890588074,46.25474651513514,42.07588864733881,41.087127525990326,33.008038456667464,42.01877999656897,42.079480398636086,44.490278272453956,43.33491095825033,42.06474117150002,44.39692320509479,33.35131796021242,49.08311513809544,43.407830391359575,43.443795198672966,42.77160552020249,45.18666458853484
Santa Barbara Beach Horseback Rides,24.18002813001923,34.25879602542351,36.689299458559454,35.88309835149504,29.48416026659294,29.433607952334064,36.74722337413283,45.55451561181674,33.48691146716674,30.287520467280224,27.983994399787584,31.4652996783693,32.93765461038535,27.091389681782758,30.29820216749082,49.033068520574446,32.93765461038535,30.10424512949991,43.35683999022814,30.317718168317548,41.76559199240694,32.36538905541173,35.88309835149504,30.922908233064735,31.57384349853069,32.2249976592647,28.45994629068123,35.88309835149504,30.61504258797456,37.02698243311177,32.41718567385399,30.080544987793793,32.147103796026585,30.190424760704808,33.938483146294004,21.753042874626605,29.48099858744903,27.091389681782758,63.54114222594842,0.0,23.723172455817657,32.07519787960001,32.2317886944173,34.79782087075627,35.88309835149504,33.224371467972865,36.155657405825266,31.20160599694063,29.43536397467361,31.447437813342514,32.309273193996866,34.534784377641444,31.21153569094191,31.64106317256534,40.083355357083825,29.65459438457391,34.300999414909995,47.449265072123325,30.043652277164774,43.03665647064817,24.144747382561782,32.10041522031887,63.18625966465997,32.230302607907795,29.56768963260723,35.88309835149504,46.59332861428552,46.98770689554157,58.10977360109426,62.66949349646422,31.311517578702567,35.88309835149504,35.88309835149504,35.88309835149504,29.701160270557317,35.88309835149504,34.002675264633076,31.980434861132466,38.23781369103581,30.308810718217153,43.102864531283835,33.689414678617204,42.4914683455132,63.077791918175556,30.797077115228497,34.25858526992416,34.55413559699292,47.33751124947196,37.271610252516034,34.25879602542351,29.831389647963977,32.08417050609422,35.88309835149504,32.36790245288003,43.4006905572345,32.00035115709302,32.41718567385399,33.90283682671336,32.557847711029424,31.18881661335378
